Maltese,English,mt_tokens,en_tokens
Id-dar tas-soċjetà ċivili organizzata tal-UE se tiftaħ il-bibien tagħha fi Brussell fl-4 ta' Mejju.,The house of EU organised civil society will open its doors in Brussels on 4 May.,"['Id', '-', 'dar', 'tas', '-', 'soċjetà', 'ċivili', 'organizzata', 'tal', '-', 'UE', 'se', 'tiftaħ', 'il', '-', 'bibien', 'tagħha', 'fi', 'Brussell', 'fl-4', 'ta', ""'"", 'Mejju', '.']","['The', 'house', 'of', 'EU', 'organised', 'civil', 'society', 'will', 'open', 'its', 'doors', 'in', 'Brussels', 'on', '4', 'May.']"
kapitolu ddedikat biex jgħin l-esportazzjonijiet tan-negozji ż-żgħar;,A dedicated chapter to help small business exports.,"['kapitolu', 'ddedikat', 'biex', 'jgħin', 'l', '-', 'esportazzjonijiet', 'tan', '-', 'negozji', 'ż', '-', 'żgħar', ';']","['A', 'dedicated', 'chapter', 'to', 'help', 'small', 'business', 'exports', '.']"
Ir-Rappreżentanzi fl-Istati Membri se jorganizzaw avvenimenti wkoll.,The Representations in the Member States will also organise events.,"['Ir', '-', 'Rappreżentanzi', 'fl', '-', 'Istati', 'Membri', 'se', 'jorganizzaw', 'avvenimenti', 'wkoll', '.']","['The', 'Representations', 'in', 'the', 'Member', 'States', 'will', 'also', 'organise', 'events', '.']"
"F'Jum l-Ewropa, fid-9 ta' Mejju, l-UE tiċċelebra l-kisbiet tagħha ta' għaqda u paċi fit-tul, filwaqt li tfakkar l-iffirmar tad-Dikjarazzjoni ta' Schuman fl-1950.","On Europe Day, 9 May, the EU celebrates its achievements of unity and long-term peace, commemorating the signing of the Schuman Declaration in 1950.","[""F'Jum"", 'l', '-', 'Ewropa', ',', 'fid-9', 'ta', ""'"", 'Mejju', ',', 'l', '-', 'UE', 'tiċċelebra', 'l', '-', 'kisbiet', 'tagħha', 'ta', ""'"", 'għaqda', 'u', 'paċi', 'fit', '-', 'tul', ',', 'filwaqt', 'li', 'tfakkar', 'l', '-', 'iffirmar', 'tad', '-', 'Dikjarazzjoni', 'ta', ""'"", 'Schuman', 'fl-1950', '.']","['On', 'Europe', 'Day', ',', '9', 'May', ',', 'the', 'EU', 'celebrates', 'its', 'achievements', 'of', 'unity', 'and', 'long', '-', 'term', 'peace', ',', 'commemorating', 'the', 'signing', 'of', 'the', 'Schuman', 'Declaration', 'in', '1950', '.']"
Il-proġetti se jwettqu r-riċerka tagħhom fl-oqsma xjentifiċi kollha u se jitwettqu f'kollaborazzjoni mal-Infrastrutturi Ewropej tar-Riċerka.,The projects will carry out their research in all scientific domains and will be conducted in collaboration with European Research Infrastructures.,"['Il', '-', 'proġetti', 'se', 'jwettqu', 'r', '-', 'riċerka', 'tagħhom', 'fl', '-', 'oqsma', 'xjentifiċi', 'kollha', 'u', 'se', 'jitwettqu', ""f'kollaborazzjoni"", 'mal', '-', 'Infrastrutturi', 'Ewropej', 'tar', '-', 'Riċerka', '.']","['The', 'projects', 'will', 'carry', 'out', 'their', 'research', 'in', 'all', 'scientific', 'domains', 'and', 'will', 'be', 'conducted', 'in', 'collaboration', 'with', 'European', 'Research', 'Infrastructures', '.']"
Sfond,Background,['Sfond'],['Background']
"Se jgawdu mużika live, spettakli taż-żfin u workshops u jieħdu lura magħhom ispirazzjonijiet kulinarji minn diversi postijiet madwar id-dinja.","They will enjoy live music, dance performances, workshops and collect culinary inspirations from various places around the world.","['Se', 'jgawdu', 'mużika', 'live', ',', 'spettakli', 'taż', '-', 'żfin', 'u', 'workshops', 'u', 'jieħdu', 'lura', 'magħhom', 'ispirazzjonijiet', 'kulinarji', 'minn', 'diversi', 'postijiet', 'madwar', 'id', '-', 'dinja', '.']","['They', 'will', 'enjoy', 'live', 'music', ',', 'dance', 'performances', ',', 'workshops', 'and', 'collect', 'culinary', 'inspirations', 'from', 'various', 'places', 'around', 'the', 'world', '.']"
"Minħabba l-gwerra ta' aggressjoni tar-Russja li għaddejja bħalissa, l-Ukrajna qed tiffaċċja ħsara dejjem akbar għall-infrastruttura tar-riċerka, sfidi loġistiċi u finanzjarji fis-sostenn tal-attivitajiet ta' riċerka fil-pajjiż, u telf inkwetanti ta' professjonisti tas-sengħa.","Due to Russia's ongoing war of aggression, Ukraine is confronted with escalating damage to research infrastructure, logistical and financial challenges in sustaining research activities within the country, and a concerning loss of skilled professionals.","['Minħabba', 'l', '-', 'gwerra', 'ta', ""'"", 'aggressjoni', 'tar', '-', 'Russja', 'li', 'għaddejja', 'bħalissa', ',', 'l', '-', 'Ukrajna', 'qed', 'tiffaċċja', 'ħsara', 'dejjem', 'akbar', 'għall', '-', 'infrastruttura', 'tar', '-', 'riċerka', ',', 'sfidi', 'loġistiċi', 'u', 'finanzjarji', 'fis', '-', 'sostenn', 'tal', '-', 'attivitajiet', 'ta', ""'"", 'riċerka', 'fil', '-', 'pajjiż', ',', 'u', 'telf', 'inkwetanti', 'ta', ""'"", 'professjonisti', 'tas', '-', 'sengħa', '.']","['Due', 'to', 'Russia', ""'s"", 'ongoing', 'war', 'of', 'aggression', ',', 'Ukraine', 'is', 'confronted', 'with', 'escalating', 'damage', 'to', 'research', 'infrastructure', ',', 'logistical', 'and', 'financial', 'challenges', 'in', 'sustaining', 'research', 'activities', 'within', 'the', 'country', ',', 'and', 'a', 'concerning', 'loss', 'of', 'skilled', 'professionals', '.']"
"Iċ-ċittadini se jiġu mistiedna jinfurmaw ruħhom kif issir il-votazzjoni fl-elezzjonijiet Ewropej, għaliex huwa importanti li wieħed jivvota, u kif jistgħu jagħmlu differenza fil-protezzjoni tad-demokrazija.","Citizens will be invited to learn how to vote in the European elections, why voting matters, and how to make a difference in protecting democracy.","['Iċ', '-', 'ċittadini', 'se', 'jiġu', 'mistiedna', 'jinfurmaw', 'ruħhom', 'kif', 'issir', 'il', '-', 'votazzjoni', 'fl', '-', 'elezzjonijiet', 'Ewropej', ',', 'għaliex', 'huwa', 'importanti', 'li', 'wieħed', 'jivvota', ',', 'u', 'kif', 'jistgħu', 'jagħmlu', 'differenza', 'fil', '-', 'protezzjoni', 'tad', '-', 'demokrazija', '.']","['Citizens', 'will', 'be', 'invited', 'to', 'learn', 'how', 'to', 'vote', 'in', 'the', 'European', 'elections', ',', 'why', 'voting', 'matters', ',', 'and', 'how', 'to', 'make', 'a', 'difference', 'in', 'protecting', 'democracy', '.']"
"Se jiġu organizzati żjarat iggwidati matul il-jum, mingħajr reġistrazzjoni minn qabel, li jippermettu liċ-ċittadini jesploraw ukoll l-arkitettura tal-binjiet tal-Kunsill.","Guided tours will be organised throughout the day, without prior registration, allowing citizens to explore also the architecture of the Council buildings.","['Se', 'jiġu', 'organizzati', 'żjarat', 'iggwidati', 'matul', 'il', '-', 'jum', ',', 'mingħajr', 'reġistrazzjoni', 'minn', 'qabel', ',', 'li', 'jippermettu', 'liċ', '-', 'ċittadini', 'jesploraw', 'ukoll', 'l', '-', 'arkitettura', 'tal', '-', 'binjiet', 'tal', '-', 'Kunsill', '.']","['Guided', 'tours', 'will', 'be', 'organised', 'throughout', 'the', 'day', ',', 'without', 'prior', 'registration', ',', 'allowing', 'citizens', 'to', 'explore', 'also', 'the', 'architecture', 'of', 'the', 'Council', 'buildings', '.']"
Il-viżitaturi se jkollhom l-opportunità jiskopru x'qed tagħmel il-Kummissjoni biex tiddefendi d-demokrazija u d-diversità tagħna u kif qed nibnu futur aktar diġitali u aktar ekoloġiku.,"Visitors will have the chance to find out what the Commission does to defend our democracy, diversity and how we are building a more digital and greener future.","['Il', '-', 'viżitaturi', 'se', 'jkollhom', 'l', '-', 'opportunità', 'jiskopru', ""x'qed"", 'tagħmel', 'il', '-', 'Kummissjoni', 'biex', 'tiddefendi', 'd', '-', 'demokrazija', 'u', 'd', '-', 'diversità', 'tagħna', 'u', 'kif', 'qed', 'nibnu', 'futur', 'aktar', 'diġitali', 'u', 'aktar', 'ekoloġiku', '.']","['Visitors', 'will', 'have', 'the', 'chance', 'to', 'find', 'out', 'what', 'the', 'Commission', 'does', 'to', 'defend', 'our', 'democracy', ',', 'diversity', 'and', 'how', 'we', 'are', 'building', 'a', 'more', 'digital', 'and', 'greener', 'future', '.']"
Jum l-Ewropa 2024: L-istituzzjonijiet Ewropej tal-Ewropa kollha jilqgħu liċ-ċittadini għall-avvenimenti tagħhom marbutin mal-Jum għall-Pubbliku,Europe Day 2024: European institutions across Europe welcome citizens to their Open Day events,"['Jum', 'l', '-', 'Ewropa', '2024', ':', 'L', '-', 'istituzzjonijiet', 'Ewropej', 'tal', '-', 'Ewropa', 'kollha', 'jilqgħu', 'liċ', '-', 'ċittadini', 'għall', '-', 'avvenimenti', 'tagħhom', 'marbutin', 'mal', '-', 'Jum', 'għall', '-', 'Pubbliku']","['Europe', 'Day', '2024', ':', 'European', 'institutions', 'across', 'Europe', 'welcome', 'citizens', 'to', 'their', 'Open', 'Day', 'events']"
"L-għajnuna, li tista' tingħata fi kwalunkwe forma sat-30 ta' Ġunju 2024, se tikkumpensa parzjalment lill-kumpaniji, b'mod partikolari lil dawk li huma utenti intensivi tal-enerġija, għal kostijiet addizzjonali minħabba żidiet eċċezzjonali fil-prezzijiet tal-gass u tal-elettriku;","The aid, which can be granted in any form until 30 June 2024, will partially compensate companies, in particular intensive energy users, for additional costs due to exceptional gas and electricity price increases;","['L', '-', 'għajnuna', ',', 'li', 'tista', ""'"", 'tingħata', 'fi', 'kwalunkwe', 'forma', 'sat-30', 'ta', ""'"", 'Ġunju', '2024', ',', 'se', 'tikkumpensa', 'parzjalment', 'lill', '-', 'kumpaniji', ',', ""b'mod"", 'partikolari', 'lil', 'dawk', 'li', 'huma', 'utenti', 'intensivi', 'tal', '-', 'enerġija', ',', 'għal', 'kostijiet', 'addizzjonali', 'minħabba', 'żidiet', 'eċċezzjonali', 'fil', '-', 'prezzijiet', 'tal', '-', 'gass', 'u', 'tal', '-', 'elettriku', ';']","['The', 'aid', ',', 'which', 'can', 'be', 'granted', 'in', 'any', 'form', 'until', '30', 'June', '2024', ',', 'will', 'partially', 'compensate', 'companies', ',', 'in', 'particular', 'intensive', 'energy', 'users', ',', 'for', 'additional', 'costs', 'due', 'to', 'exceptional', 'gas', 'and', 'electricity', 'price', 'increases', ';']"
Il-qafas Temporanju għall-Kriżijiet ġie emendat fl-20 ta' Lulju 2022 u fit-28 ta' Ottubru 2022.,The Temporary Crisis Framework was amended on 20 July 2022 and on 28 October 2022.,"['Il', '-', 'qafas', 'Temporanju', 'għall', '-', 'Kriżijiet', 'ġie', 'emendat', 'fl-20', 'ta', ""'"", 'Lulju', '2022', 'u', 'fit-28', 'ta', ""'"", 'Ottubru', '2022', '.']","['The', 'Temporary', 'Crisis', 'Framework', 'was', 'amended', 'on', '20', 'July', '2022', 'and', 'on', '28', 'October', '2022', '.']"
In-negozji tal-UE issa jistgħu jieħdu vantaġġ mill-benefiċċji bħal:,EU business can now take advantage of benefits such as:,"['In', '-', 'negozji', 'tal', '-', 'UE', 'issa', 'jistgħu', 'jieħdu', 'vantaġġ', 'mill', '-', 'benefiċċji', 'bħal', ':']","['EU', 'business', 'can', 'now', 'take', 'advantage', 'of', 'benefits', 'such', 'as', ':']"
"Wara l-emenda tal-lum, it-TCTF jippermetti:","Following today's amendment, the TCTF allows:","['Wara', 'l', '-', 'emenda', 'tal', '-', 'lum', ',', 'it', '-', 'TCTF', 'jippermetti', ':']","['Following', 'today', ""'s"", 'amendment', ',', 'the', 'TCTF', 'allows', ':']"
Il-ftehim huwa mistenni jnaqqas €140 miljun fis-sena f'dazji għall-kumpaniji tal-UE.,The deal is expected to cut €140 million a year in duties for EU companies.,"['Il', '-', 'ftehim', 'huwa', 'mistenni', 'jnaqqas', '€', '140', 'miljun', 'fis', '-', 'sena', ""f'dazji"", 'għall', '-', 'kumpaniji', 'tal', '-', 'UE', '.']","['The', 'deal', 'is', 'expected', 'to', 'cut', '€', '140', 'million', 'a', 'year', 'in', 'duties', 'for', 'EU', 'companies', '.']"
rekwiżiti u proċeduri ta' konformità mnaqqsa b'mod sinifikanti.,Significantly reduced compliance requirements and procedures.,"['rekwiżiti', 'u', 'proċeduri', 'ta', ""'"", 'konformità', 'mnaqqsa', ""b'mod"", 'sinifikanti', '.']","['Significantly', 'reduced', 'compliance', 'requirements', 'and', 'procedures', '.']"
"Jum l-Ewropa huwa simbolu tal-ftuħ, it-trasparenza, id-demokrazija u l-unità tal-UE.","Europe Day is a symbol of the EU's openness, transparency, democracy, and unity.","['Jum', 'l', '-', 'Ewropa', 'huwa', 'simbolu', 'tal', '-', 'ftuħ', ',', 'it', '-', 'trasparenza', ',', 'id', '-', 'demokrazija', 'u', 'l', '-', 'unità', 'tal', '-', 'UE', '.']","['Europe', 'Day', 'is', 'a', 'symbol', 'of', 'the', 'EU', ""'s"", 'openness', ',', 'transparency', ',', 'democracy', ',', 'and', 'unity', '.']"
"Il-Kummissjoni ħadet nota wkoll tal-konklużjonijiet tal-Kunsill Ewropew tas-17 u t-18 ta' April 2024 dwar l-importanza ta' settur agrikolu reżiljenti u sostenibbli għas-sigurtà tal-ikel u l-awtonomija strateġika tal-UE, u l-inkoraġġiment tiegħu biex tkompli l-ħidma fuq estensjoni possibbli tat-TCTF.","The Commission has also taken note of the European Council's conclusions of 17 and 18 April 2024 on the importance of a resilient and sustainable agricultural sector for food security and the EU's strategic autonomy, and its encouragement to pursue the work on a possible extension of the TCTF.","['Il', '-', 'Kummissjoni', 'ħadet', 'nota', 'wkoll', 'tal', '-', 'konklużjonijiet', 'tal', '-', 'Kunsill', 'Ewropew', 'tas-17', 'u', 't-18', 'ta', ""'"", 'April', '2024', 'dwar', 'l', '-', 'importanza', 'ta', ""'"", 'settur', 'agrikolu', 'reżiljenti', 'u', 'sostenibbli', 'għas', '-', 'sigurtà', 'tal', '-', 'ikel', 'u', 'l', '-', 'awtonomija', 'strateġika', 'tal', '-', 'UE', ',', 'u', 'l', '-', 'inkoraġġiment', 'tiegħu', 'biex', 'tkompli', 'l', '-', 'ħidma', 'fuq', 'estensjoni', 'possibbli', 'tat', '-', 'TCTF', '.']","['The', 'Commission', 'has', 'also', 'taken', 'note', 'of', 'the', 'European', 'Council', ""'s"", 'conclusions', 'of', '17', 'and', '18', 'April', '2024', 'on', 'the', 'importance', 'of', 'a', 'resilient', 'and', 'sustainable', 'agricultural', 'sector', 'for', 'food', 'security', 'and', 'the', 'EU', ""'s"", 'strategic', 'autonomy', ',', 'and', 'its', 'encouragement', 'to', 'pursue', 'the', 'work', 'on', 'a', 'possible', 'extension', 'of', 'the', 'TCTF', '.']"
Il-Bank Ċentrali Ewropew,European Central Bank,"['Il', '-', 'Bank', 'Ċentrali', 'Ewropew']","['European', 'Central', 'Bank']"
"Fl-4 ta' Mejju, il-viżitaturi tas-Servizz Ewropew għall-Azzjoni Esterna huma mistiedna jesperjenzaw il-ħidma dinamika tas-servizz diplomatiku tal-UE fi Brussell u madwar id-dinja.",Visitors to the European External Action Service are invited on 4 May to immerse themselves in the dynamic work of the EU diplomatic service in Brussels and around the world.,"['Fl-4', 'ta', ""'"", 'Mejju', ',', 'il', '-', 'viżitaturi', 'tas', '-', 'Servizz', 'Ewropew', 'għall', '-', 'Azzjoni', 'Esterna', 'huma', 'mistiedna', 'jesperjenzaw', 'il', '-', 'ħidma', 'dinamika', 'tas', '-', 'servizz', 'diplomatiku', 'tal', '-', 'UE', 'fi', 'Brussell', 'u', 'madwar', 'id', '-', 'dinja', '.']","['Visitors', 'to', 'the', 'European', 'External', 'Action', 'Service', 'are', 'invited', 'on', '4', 'May', 'to', 'immerse', 'themselves', 'in', 'the', 'dynamic', 'work', 'of', 'the', 'EU', 'diplomatic', 'service', 'in', 'Brussels', 'and', 'around', 'the', 'world', '.']"
Informazzjoni prattika biex tgħin lill-esportaturi tal-UE jieħdu vantaġġ minn dawn l-opportunitajiet ġodda tinsab fuq il-paġna tal-Kummissjoni Access2Markets.,Practical information to help EU exporters take advantage of these new opportunities can be found on the Commission's Access2Markets page.,"['Informazzjoni', 'prattika', 'biex', 'tgħin', 'lill', '-', 'esportaturi', 'tal', '-', 'UE', 'jieħdu', 'vantaġġ', 'minn', 'dawn', 'l', '-', 'opportunitajiet', 'ġodda', 'tinsab', 'fuq', 'il', '-', 'paġna', 'tal', '-', 'Kummissjoni', 'Access2Markets', '.']","['Practical', 'information', 'to', 'help', 'EU', 'exporters', 'take', 'advantage', 'of', 'these', 'new', 'opportunities', 'can', 'be', 'found', 'on', 'the', 'Commission', ""'s"", 'Access2Markets', 'page', '.']"
Ir-riċerkaturi żgħażagħ kienu rrappreżentati tajjeb fost l-applikanti.,Young researchers were well represented among the applicants.,"['Ir', '-', 'riċerkaturi', 'żgħażagħ', 'kienu', 'rrappreżentati', 'tajjeb', 'fost', 'l', '-', 'applikanti', '.']","['Young', 'researchers', 'were', 'well', 'represented', 'among', 'the', 'applicants', '.']"
Informazzjoni ġenerali,Background,"['Informazzjoni', 'ġenerali']",['Background']
"aċċess imtejjeb għall-kumpaniji tal-UE għall-kuntratti ta' akkwist pubbliku mill-gvern ta' New Zealand għall-merkanzija, is-servizzi, ix-xogħlijiet u l-konċessjoni ta' xogħlijiet;","Improved access for EU companies to New Zealand government procurement contracts for goods, services, works and works concessions.","['aċċess', 'imtejjeb', 'għall', '-', 'kumpaniji', 'tal', '-', 'UE', 'għall', '-', 'kuntratti', 'ta', ""'"", 'akkwist', 'pubbliku', 'mill', '-', 'gvern', 'ta', ""'"", 'New', 'Zealand', 'għall', '-', 'merkanzija', ',', 'is', '-', 'servizzi', ',', 'ix', '-', 'xogħlijiet', 'u', 'l', '-', 'konċessjoni', 'ta', ""'"", 'xogħlijiet', ';']","['Improved', 'access', 'for', 'EU', 'companies', 'to', 'New', 'Zealand', 'government', 'procurement', 'contracts', 'for', 'goods', ',', 'services', ',', 'works', 'and', 'works', 'concessions', '.']"
"Il-jum se jkompli b'attivitajiet għall-etajiet kollha, bi stands ta' informazzjoni u sessjonijiet qosra dwar il-ġlieda kontra d-diżinformazzjoni, dwar in-nisa fil-politika u dwar il-kampanji għall-elezzjonijiet.","The day will continue with activities for all ages, with info stands and short sessions on fight against disinformation, women in politics and campaigning for the elections.","['Il', '-', 'jum', 'se', 'jkompli', ""b'attivitajiet"", 'għall', '-', 'etajiet', 'kollha', ',', 'bi', 'stands', 'ta', ""'"", 'informazzjoni', 'u', 'sessjonijiet', 'qosra', 'dwar', 'il', '-', 'ġlieda', 'kontra', 'd', '-', 'diżinformazzjoni', ',', 'dwar', 'in', '-', 'nisa', 'fil', '-', 'politika', 'u', 'dwar', 'il', '-', 'kampanji', 'għall', '-', 'elezzjonijiet', '.']","['The', 'day', 'will', 'continue', 'with', 'activities', 'for', 'all', 'ages', ',', 'with', 'info', 'stands', 'and', 'short', 'sessions', 'on', 'fight', 'against', 'disinformation', ',', 'women', 'in', 'politics', 'and', 'campaigning', 'for', 'the', 'elections', '.']"
Aktar informazzjoni dwar il-possibbiltajiet ta' appoġġ għal miżuri biex titħaffef it-tranżizzjoni lejn ekonomija b'emissjonijiet żero netti tista' tinstab hawnhekk.,More information on the support possibilities for measures to accelerate the transition to a net-zero economy can be found here.,"['Aktar', 'informazzjoni', 'dwar', 'il', '-', 'possibbiltajiet', 'ta', ""'"", 'appoġġ', 'għal', 'miżuri', 'biex', 'titħaffef', 'it', '-', 'tranżizzjoni', 'lejn', 'ekonomija', ""b'emissjonijiet"", 'żero', 'netti', 'tista', ""'"", 'tinstab', 'hawnhekk', '.']","['More', 'information', 'on', 'the', 'support', 'possibilities', 'for', 'measures', 'to', 'accelerate', 'the', 'transition', 'to', 'a', 'net', '-', 'zero', 'economy', 'can', 'be', 'found', 'here', '.']"
"Biex jitfakkar il-jum, u t-30 anniversarju tal-Kumitat, se jkun hemm festival tar-reġjuni u tal-bliet b'sessjonijiet ta' dewqan, logħob tal-kwiżż u wirja diġitali, li jipprovdu opportunità biex niċċelebraw id-diversità tat-territorji tagħna.","To mark the day – and the Committee's 30th anniversary – there will be a festival of regions and cities with tastings, quiz games and a digital show, providing an opportunity to celebrate the diversity of our territories.","['Biex', 'jitfakkar', 'il', '-', 'jum', ',', 'u', 't-30', 'anniversarju', 'tal', '-', 'Kumitat', ',', 'se', 'jkun', 'hemm', 'festival', 'tar', '-', 'reġjuni', 'u', 'tal', '-', 'bliet', ""b'sessjonijiet"", 'ta', ""'"", 'dewqan', ',', 'logħob', 'tal', '-', 'kwiżż', 'u', 'wirja', 'diġitali', ',', 'li', 'jipprovdu', 'opportunità', 'biex', 'niċċelebraw', 'id', '-', 'diversità', 'tat', '-', 'territorji', 'tagħna', '.']","['To', 'mark', 'the', 'day', '–', 'and', 'the', 'Committee', ""'s"", '30th', 'anniversary', '–', 'there', 'will', 'be', 'a', 'festival', 'of', 'regions', 'and', 'cities', 'with', 'tastings', ',', 'quiz', 'games', 'and', 'a', 'digital', 'show', ',', 'providing', 'an', 'opportunity', 'to', 'celebrate', 'the', 'diversity', 'of', 'our', 'territories', '.']"
"Iċ-ċittadini se jkollhom l-opportunità jsiru jafu iktar dwar l-ewro, il-munita komuni ta' 20 pajjiż tal-UE, il-proġett tal-ewro diġitali u dwar dak li qed jagħmel il-BĊE biex iżomm il-prezzijiet stabbli u l-banek sikuri u sodi.","Citizens will have the chance to learn about the euro, the common currency of 20 EU countries, the digital euro project and what the ECB does to keep prices stable and banks safe and sound.","['Iċ', '-', 'ċittadini', 'se', 'jkollhom', 'l', '-', 'opportunità', 'jsiru', 'jafu', 'iktar', 'dwar', 'l', '-', 'ewro', ',', 'il', '-', 'munita', 'komuni', 'ta', ""'"", '20', 'pajjiż', 'tal', '-', 'UE', ',', 'il', '-', 'proġett', 'tal', '-', 'ewro', 'diġitali', 'u', 'dwar', 'dak', 'li', 'qed', 'jagħmel', 'il', '-', 'BĊE', 'biex', 'iżomm', 'il', '-', 'prezzijiet', 'stabbli', 'u', 'l', '-', 'banek', 'sikuri', 'u', 'sodi', '.']","['Citizens', 'will', 'have', 'the', 'chance', 'to', 'learn', 'about', 'the', 'euro', ',', 'the', 'common', 'currency', 'of', '20', 'EU', 'countries', ',', 'the', 'digital', 'euro', 'project', 'and', 'what', 'the', 'ECB', 'does', 'to', 'keep', 'prices', 'stable', 'and', 'banks', 'safe', 'and', 'sound', '.']"
Il-membri tal-KESE se jieħdu sehem f'diskussjonijiet vivaċi man-nies u se jisimgħu t-tħassib tagħhom.,The EESC members will engage in lively discussions with people and will hear their concerns.,"['Il', '-', 'membri', 'tal', '-', 'KESE', 'se', 'jieħdu', 'sehem', ""f'diskussjonijiet"", 'vivaċi', 'man', '-', 'nies', 'u', 'se', 'jisimgħu', 't', '-', 'tħassib', 'tagħhom', '.']","['The', 'EESC', 'members', 'will', 'engage', 'in', 'lively', 'discussions', 'with', 'people', 'and', 'will', 'hear', 'their', 'concerns', '.']"
Il-Kummissjoni Ewropea,European Commission,"['Il', '-', 'Kummissjoni', 'Ewropea']","['European', 'Commission']"
"Jidħol fis-seħħ ftehim kummerċjali bejn l-UE u New Zealand, li jiftaħ opportunitajiet ġodda għall-esportaturi tal-UE","EU-New Zealand trade agreement enters into force, opening new opportunities for EU exporters.","['Jidħol', 'fis', '-', 'seħħ', 'ftehim', 'kummerċjali', 'bejn', 'l', '-', 'UE', 'u', 'New', 'Zealand', ',', 'li', 'jiftaħ', 'opportunitajiet', 'ġodda', 'għall', '-', 'esportaturi', 'tal', '-', 'UE']","['EU', '-', 'New', 'Zealand', 'trade', 'agreement', 'enters', 'into', 'force', ',', 'opening', 'new', 'opportunities', 'for', 'EU', 'exporters', '.']"
Il-Kunsill tal-Unjoni Ewropea,Council of the European Union,"['Il', '-', 'Kunsill', 'tal', '-', 'Unjoni', 'Ewropea']","['Council', 'of', 'the', 'European', 'Union']"
"In-negozji, il-produtturi u l-bdiewa tal-UE issa jistgħu jieħdu vantaġġ minn għadd ta' opportunitajiet ġodda ta' esportazzjoni bid-dħul fis-seħħ illum tal-ftehim kummerċjali bejn l-UE u New Zealand.","EU businesses, producers and farmers are now able to take advantage of a host of new export opportunities with the entry into force of the EU-New Zealand trade agreement today.","['In', '-', 'negozji', ',', 'il', '-', 'produtturi', 'u', 'l', '-', 'bdiewa', 'tal', '-', 'UE', 'issa', 'jistgħu', 'jieħdu', 'vantaġġ', 'minn', 'għadd', 'ta', ""'"", 'opportunitajiet', 'ġodda', 'ta', ""'"", 'esportazzjoni', 'bid', '-', 'dħul', 'fis', '-', 'seħħ', 'illum', 'tal', '-', 'ftehim', 'kummerċjali', 'bejn', 'l', '-', 'UE', 'u', 'New', 'Zealand', '.']","['EU', 'businesses', ',', 'producers', 'and', 'farmers', 'are', 'now', 'able', 'to', 'take', 'advantage', 'of', 'a', 'host', 'of', 'new', 'export', 'opportunities', 'with', 'the', 'entry', 'into', 'force', 'of', 'the', 'EU', '-', 'New', 'Zealand', 'trade', 'agreement', 'today', '.']"
"It-theddida kostanti ta' attakki fuq infrastruttura kritika, kif ukoll l-impossibbiltà tal-ivvjaġġar u t-tnaqqis tal-finanzjament mill-Istat xekklu l-progress fir-riċerka.","The constant threat of attacks on critical infrastructure, as well as the impossibility of travelling and the reduction of state funding has hindered research progress.","['It', '-', 'theddida', 'kostanti', 'ta', ""'"", 'attakki', 'fuq', 'infrastruttura', 'kritika', ',', 'kif', 'ukoll', 'l', '-', 'impossibbiltà', 'tal', '-', 'ivvjaġġar', 'u', 't', '-', 'tnaqqis', 'tal', '-', 'finanzjament', 'mill', '-', 'Istat', 'xekklu', 'l', '-', 'progress', 'fir', '-', 'riċerka', '.']","['The', 'constant', 'threat', 'of', 'attacks', 'on', 'critical', 'infrastructure', ',', 'as', 'well', 'as', 'the', 'impossibility', 'of', 'travelling', 'and', 'the', 'reduction', 'of', 'state', 'funding', 'has', 'hindered', 'research', 'progress', '.']"
Is-Servizz Ewropew għall-Azzjoni Esterna,European External Action Service,"['Is', '-', 'Servizz', 'Ewropew', 'għall', '-', 'Azzjoni', 'Esterna']","['European', 'External', 'Action', 'Service']"
"Is-sejħa għalqet f'Mejju 2023, wara kampanja estensiva ta' tixrid fl-Ukrajna.","The call closed in May 2023, following an extensive dissemination campaign in Ukraine.","['Is', '-', 'sejħa', 'għalqet', ""f'Mejju"", '2023', ',', 'wara', 'kampanja', 'estensiva', 'ta', ""'"", 'tixrid', 'fl', '-', 'Ukrajna', '.']","['The', 'call', 'closed', 'in', 'May', '2023', ',', 'following', 'an', 'extensive', 'dissemination', 'campaign', 'in', 'Ukraine', '.']"
"Fl-4 ta' Mejju, iċ-ċittadini huma mistiedna jżuru l-bini tal-Berlaymont.","On 4 May, citizens are invited to visit the Berlaymont building.","['Fl-4', 'ta', ""'"", 'Mejju', ',', 'iċ', '-', 'ċittadini', 'huma', 'mistiedna', 'jżuru', 'l', '-', 'bini', 'tal', '-', 'Berlaymont', '.']","['On', '4', 'May', ',', 'citizens', 'are', 'invited', 'to', 'visit', 'the', 'Berlaymont', 'building', '.']"
15 % innovazzjoni Soċjali u Kulturali,15% Social and Cultural Innovation,"['15', '%', 'innovazzjoni', 'Soċjali', 'u', 'Kulturali']","['15', '%', 'Social', 'and', 'Cultural', 'Innovation']"
Il-vjaġġ immersiv se jkompli jiġi arrikkit b'wiri ta' films diversi fil-kamra taċ-ċinema.,The immersive journey will be further enriched with screenings of diverse movies in the cinema room.,"['Il', '-', 'vjaġġ', 'immersiv', 'se', 'jkompli', 'jiġi', 'arrikkit', ""b'wiri"", 'ta', ""'"", 'films', 'diversi', 'fil', '-', 'kamra', 'taċ', '-', 'ċinema', '.']","['The', 'immersive', 'journey', 'will', 'be', 'further', 'enriched', 'with', 'screenings', 'of', 'diverse', 'movies', 'in', 'the', 'cinema', 'room', '.']"
